Name,Disabled,Locked,Fuel Incentive,Location ID,Card IDs,Address,City,ST,Postal Code,EW Hwy,EW Exit,NS Hwy,NS Exit,Retail Price,Retail Date,Rack Price,Freight,State Tax,Fed Tax,Est Cost,Spread,OOR Range,OOR Fill,Min Pur,Min Pur Type,Stop Type,Swap Type,Rack ID,Latitude,Longitude,Trimble_POI_Name,Contain,Trimble_MAPS_StreetAddress,Trimble_MAPS_City,Trimble_MAPS_State,Trimble_MAPS_PostalCode,Heartland,TM,Delta Between Trimble MAPS POI and Heartland Coordinates
Flying J #775                 ,      No,    No,0,231853,UT209                                                  ,2841 South 60 East            ,Saint George   ,UT,84790,       ,    ,I0015  ,4,3.059,8/16/2019,2.035,0.0662,0.3065,0.244,2.6517,0.407,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,37.0605,113.5815, NOT FOUND, False,2800 South 120 East  (UT-100 East),Saint George,UT,84790,"37.0605,-113.5815","33.899915,-96.958934",958.385
Love's #16                    ,      No,    No,0,516712,                                                       ,3020 Williams Ave             ,Woodward       ,OK,73801,U0270  ,    ,       ,    ,2.749,8/15/2019,0,0.038,0.2,0.244,0.482,2.267,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.4178,99.3849, NOT FOUND, False,"3120 Williams Avenue  (US-183, US-270, OK-3)",Woodward,OK,73801,"36.4178,-99.3849","35.190772,-83.355863",900.543
Pilot TC #1175                ,      No,    No,0,527550,AZ051                                                  ,14905 Cordes Lakes Rd         ,Cordes Lakes   ,AZ,86333,       ,    ,I0017  ,262,3.459,8/16/2019,2.0767,0.055,0.27,0.244,2.6457,0.813,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,34.3268,112.1184, @Shell Travel Center #323, True,14925 Stagecoach Trail,Mayer,AZ,86333,"34.3268,-112.1184","32.641911,-96.779346",890.093
Pilot TC #1058                ,      No,    No,0,522612,FL754                                                  ,17276 NE Hwy 301              ,Waldo          ,FL,32694,       ,    ,U0301  ,    ,3.059,8/16/2019,1.9273,0.0583,0.3497,0.244,2.5793,0.48,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,29.8144,82.1692, @Pilot Dealer #1058, True,"17276 US-301, FL-200",Waldo,FL,32694,"29.8144,-82.1692","32.641911,-96.779346",883.642
Love's #032                   ,      No,    No,0,516723,KS081                                                  ,E 1st St                      ,Pratt          ,KS,67124,U0054  ,    ,       ,    ,0,5/26/2019,2.0269,0.023,0.2703,0.244,2.5642,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,37.6459,98.7239, NOT FOUND, False,"1412 East 1st Street  (US-54, US-400)",Pratt,KS,67124,"37.6459,-98.7239","35.190783,-83.355868",869.488
Pilot TC #892                 ,      No,    No,0,518178,UT551                                                  ,1085 E Main St                ,Green River    ,UT,84525,I0070  ,160,       ,    ,3.099,8/16/2019,2.09,0.0939,0.3065,0.244,2.7344,0.365,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.9955,110.1484, @Pilot Dealer #892, True,"1079 East Main Street  (UT-19, I-70 Business)",Green River,UT,84525,"38.9955,-110.1484","32.641911,-96.779346",866.24
Pilot TC #881                 ,      No,    No,0,516875,IN294                                                  ,3037 Goshen Rd                ,Fort Wayne     ,IN,46808,U0030  ,    ,I0069  ,309,3.059,8/16/2019,1.8523,0.0595,0.5,0.244,2.6558,0.403,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.1181,85.1821, NOT FOUND, False,3039 Goshen Road  (IN-930),Fort Wayne,IN,46808,"41.1181,-85.1821","32.641911,-96.779346",866.177
Pilot TC #1216                ,      No,    No,0,529464,529464,5240 S Sunland Gin Rd         ,Eloy           ,AZ,85222,I0010  ,200,       ,    ,2.999,8/16/2019,2.0767,0.0558,0.27,0.244,2.6465,0.352,0,No  ,0,       ,Retail  ,         ,    ,32.8119,111.6718, @Pride Travel Center, True,5240 South Sunland Gin Road,Eloy,AZ,85131,"32.8119,-111.6718","32.641911,-96.779346",864.408
Pilot TC #884                 ,      No,    No,0,516873,SC180                                                  ,8998 SC Hwy 11                ,Campobello     ,SC,29322,I0026  ,5,       ,    ,2.999,8/16/2019,1.8714,0.042,0.2275,0.244,2.3849,0.614,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.1381,82.1039, NOT FOUND, False,8999 Cherokee Foothills Scenic Highway  (SC-11),Campobello,SC,29322,"35.1381,-82.1039","32.641911,-96.779346",857.763
Flying J #551                 ,      No,    No,0,231974,TE164                                                  ,16851 IH 20                   ,Cisco          ,TX,76437,I0020  ,330,       ,    ,2.759,8/16/2019,1.9973,0.0509,0.2009,0.244,2.4931,0.266,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,32.3748,99.0091, NOT FOUND, False,I-20 Service East,Cisco,TX,76437,"32.3748,-99.0091","38.790855,-112.076678",855.858
Pilot TC #538                 ,      No,    No,0,516339,WI866                                                  ,102 E Woody Dr                ,Oakdale        ,WI,54649,I0090  ,48,       ,    ,0,1/17/2019,1.711,0.0503,0.329,0.244,2.3343,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,43.9645,90.3746, NOT FOUND, False,East Woody Street,Tomah,WI,54660,"43.9645,-90.3746","32.641911,-96.779346",854.663
Pilot TC #1179                ,      No,    No,0,527473,AZ033                                                  ,330 N Mariposa Rd             ,Nogales        ,AZ,85621,       ,    ,S0189  ,    ,3.649,8/15/2019,2.2558,0.051,0.27,0.244,2.8208,0.828,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,31.3388,110.9689, NOT FOUND, False,North West Street,Nogales,AZ,85621,"31.3388,-110.9689","32.641911,-96.779346",835.18
Love's #55                    ,      No,    No,0,516737,516737,120 S Rodeo Dr                ,Comanche       ,OK,73529,       ,    ,U0081  ,    ,0,7/1/2019,2.0272,0.0412,0.2,0.244,2.5124,0,0,No  ,0,       ,Retail  ,         ,    ,34.3683,97.966, NOT FOUND, False,405 West Hill Avenue,Comanche,OK,73529,"34.3683,-97.966","35.190848,-83.355781",829.766
Love's #029                   ,      No,    No,0,516720,                                                       ,202 W Main St                 ,Duncan         ,OK,73533,       ,    ,U0081  ,    ,0,3/25/2019,2.055,0.0246,0.2,0.244,2.5236,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,34.501,97.9474, NOT FOUND, False,201 West Main Street  (OK-7 A),Duncan,OK,73533,"34.501,-97.9474","35.190814,-83.355769",827.478
Love's #056                   ,      No,    No,0,516738,OK188                                                  ,701 South Broadway            ,Marlow         ,OK,73055,       ,    ,U0081  ,    ,0,8/9/2019,1.7755,0.0243,0.2,0.244,2.2438,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,34.6405,97.9581, NOT FOUND, False,308 West Choctaw Avenue,Marlow,OK,73055,"34.6405,-97.9581","35.190815,-83.355879",826.879
Pilot TC #528                 ,      No,    No,0,516329,WI777                                                  ,2762 Cr-N                     ,Cottage Grove  ,WI,53527,I0090  ,147,       ,    ,0,1/16/2019,1.6453,0.0167,0.329,0.244,2.235,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.9984,89.2002, @Road Ranger #528, True,2776 Cr N  (Route N),Cottage Grove,WI,53527,"42.9984,-89.2002","32.641911,-96.779346",825.124
Love's #245                   ,      No,    No,0,516762,OK032                                                  ,3233 S.W. 89th                ,Oklahoma City  ,OK,73189,I0044  ,113,       ,    ,0,7/10/2019,1.8974,0.0222,0.2,0.244,2.3636,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.3779,97.5751, NOT FOUND, False,"Brownfield Highway  (I-44, US-62)",Oklahoma City,OK,73159,"35.3779,-97.5751","36.09406,-82.956352",820.046
Pilot TC #546                 ,      No,    No,0,516347,IN820                                                  ,2151 Ripley St                ,Lake Station   ,IN,46405,I0080  ,15A ,       ,    ,0,1/8/2019,1.4787,0.026,0.49,0.244,2.2387,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.5786,87.24, @Road Ranger #546, True,"2151 Ripley Street  (US-6, IN-51)",Lake Station,IN,46405,"41.5786,-87.24","32.641911,-96.779346",809.259
Pilot TC #378                 ,      No,    No,0,518318,IL518                                                  ,3401 S California Ave         ,Chicago        ,IL,60608,       ,    ,I0055  ,289,0,1/10/2019,1.5322,0.0335,0.4126,0.244,2.2223,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.8331,87.6915, NOT FOUND, False,Stevenson Expressway  (I-55),Chicago,IL,60632,"41.8331,-87.6915","32.641911,-96.779346",806.63
Flying J #666                 ,      No,    No,0,231847,MI224                                                  ,1860 E Napier Ave             ,Benton Harbor  ,MI,49022,I0094  ,30,       ,    ,3.099,8/16/2019,1.849,0.0454,0.4013,0.244,2.5397,0.559,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.0906,86.4126, NOT FOUND, False,1860 East Napier Avenue,Benton Harbor,MI,49022,"42.0906,-86.4126","33.901863,-96.947331",803.945
Love's #754                   ,      No,    No,0,529474,IL844                                                  ,S Steward Rd                  ,Rochelle       ,IL,61068,I0088  ,76,S0251  ,    ,2.949,8/16/2019,1.8353,0.0245,0.614,0.244,2.7178,0.231,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.8974,89.0658, NOT FOUND, False,East Steward Road  (Route 17),Rochelle,IL,61068,"41.8974,-89.0658","34.247712,-77.942678",801.59
Pilot TC #536                 ,      No,    No,0,516337,IL698                                                  ,6070 Gardner St               ,South Beloit   ,IL,61080,I0090  ,1,       ,    ,0,12/11/2018,1.799,0.036,0.3777,0.2461,2.4588,0,5,No  ,0,Gallons,Retail  ,Fuel Only,290,42.4917,88.9986, @Road Ranger #536, True,"6070 Gardner Street  (US-51, IL-75)",South Beloit,IL,61080,"42.4917,-88.9986","32.641911,-96.779346",801.574
Pilot TC #543                 ,      No,    No,0,516344,IL890                                                  ,19 N 681 Us Hwy 20            ,Hampshire      ,IL,60140,I0090  ,36,       ,    ,0,12/11/2018,1.786,0.0335,0.3714,0.2461,2.437,0,0,No  ,0,Gallons,Retail  ,Fuel Only,520,42.1453,88.5091, @TA-Elgin #44, True,19436 US-20,Hampshire,IL,60140,"42.1453,-88.5091","32.641911,-96.779346",796.843
Pilot TC #540                 ,      No,    No,0,516341,IL892                                                  ,7500 E Riverside Blvd         ,Loves Park     ,IL,61111,I0090  ,247,       ,    ,0,1/13/2019,1.614,0.0226,0.3821,0.244,2.2627,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.3192,88.9698, NOT FOUND, False,7500 East Riverside Boulevard  (Route 55),Loves Park,IL,61111,"42.3192,-88.9698","32.641911,-96.779346",792.632
Flying J #511                 ,      No,    No,0,231971,ND209                                                  ,3825 HWY 25                   ,Mandan         ,ND,58554,I0094  ,147,S0025  ,    ,2.859,8/16/2019,1.8559,0.0263,0.2303,0.244,2.3565,0.502,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,46.8606,101.0096, @Flying J US Dealer #511, True,3825 I-94 Business,Mandan,ND,58554,"46.8606,-101.0096","38.790896,-112.076598",788.821
Love's #763                   ,      No,    No,0,529533,IL846                                                  ,2541 Ross St                  ,Hampshire      ,IL,60140,I0090  ,42,       ,    ,2.889,8/16/2019,1.8174,0.035,0.6135,0.244,2.7099,0.179,0,No  ,0,       ,Retail  ,         ,    ,42.1246,88.4713, NOT FOUND, False,Ridgecrest Drive,Hampshire,IL,60140,"42.1246,-88.4713","34.247724,-77.942679",787.702
Pilot TC #537                 ,      No,    No,0,516338,IL941                                                  ,217 S Winnebago Rd            ,Winnebago      ,IL,61088,U0020  ,    ,       ,    ,0,1/7/2019,1.5165,0.043,0.3576,0.244,2.1611,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.28,89.2418, NOT FOUND, False,83 North Elida Street  (Route 16),Winnebago,IL,61088,"42.28,-89.2418","32.641911,-96.779346",782.508
Love's #759                   ,      No,    No,0,529609,AR131                                                  ,4167 US  Hwy 63               ,Hazen          ,AR,72064,I0040  ,193,U0063  ,    ,2.849,8/16/2019,1.8916,0.0331,0.228,0.244,2.3967,0.452,0,No  ,0,       ,Retail  ,         ,    ,34.8144,91.5663, NOT FOUND, False,"US-63, AR-11",De Valls Bluff,AR,72041,"34.8144,-91.5663","34.247719,-77.942679",775.331
Pilot TC #223                 ,      No,    No,0,516116,                                                       ,10650 Chapman Hwy             ,Seymour        ,TN,      ,       ,    ,U0441  ,    ,0,4/29/2019,2.0709,0.0132,0.254,0.244,2.5821,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.8805,83.7751, NOT FOUND, False,130 East Macon Lane,Seymour,TN,37865,"35.8805,-83.7751","32.641911,-96.779346",774.344
Love's #097                   ,      No,    No,0,516757,516757,1712 North Summit             ,Arkansas City  ,KS,67005,       ,    ,U0077  ,    ,0,7/14/2019,1.9683,0.027,0.2603,0.244,2.4996,0,0,No  ,0,       ,Retail  ,         ,    ,37.0828,97.0398, NOT FOUND, False,1712 North Summit Street,Arkansas City,KS,67005,"37.0828,-97.0398","35.190911,-83.355816",773.447
Pilot TC #241                 ,      No,    No,0,516128,TN113                                                  ,2801 E Gov. John Sevier Hwy   ,Knoxville      ,TN,37914,S0168  ,    ,       ,    ,2.899,8/16/2019,1.8667,0.0325,0.284,0.244,2.4272,0.472,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.9605,83.8228, NOT FOUND, False,East Governor John Sevier Highway  (TN-168),Knoxville,TN,37914,"35.9605,-83.8228","32.641911,-96.779346",773.015
Pilot TC #539                 ,      No,    No,0,516340,IL860                                                  ,890 E Il-38                   ,Rochelle       ,IL,61068,       ,    ,I0039  ,99,0,1/8/2019,1.5165,0.0286,0.352,0.244,2.1411,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.9342,89.0356, @Road Ranger #539, True,Eagle Drive  (IL-38),Rochelle,IL,61068,"41.9342,-89.0356","32.641911,-96.779346",769.04
Pilot TC #542                 ,      No,    No,0,516343,IN536                                                  ,1601 E Main St                ,Greenwood      ,IN,46143,       ,    ,I0065  ,99,0,1/7/2019,1.5441,0.0243,0.49,0.244,2.3024,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.6147,86.0706, NOT FOUND, False,1667 East Main Street  (Route 950 North),Greenwood,IN,46143,"39.6147,-86.0706","32.641911,-96.779346",766.128
Pilot TC #187                 ,      No,    No,0,516091,                                                       ,100 Merchants Road            ,Knoxville      ,TN,37912,       ,    ,I0075  ,108,2.869,8/13/2019,1.8237,0.0214,0.284,0.244,2.3731,0.496,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,36.0108,83.9722, NOT FOUND, False,I-75,Knoxville,TN,37912,"36.0108,-83.9722","32.641911,-96.779346",765.731
Flying J #932                 ,      No,    No,0,231929,SD150                                                  ,25 SD Highway 79              ,Hermosa        ,SD,57744,       ,    ,S0079  ,    ,0,6/3/2019,2.1866,0.0277,0.3,0.244,2.7583,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,43.8141,103.2038, NOT FOUND, False,24765 SD-79,Hermosa,SD,57744,"43.8141,-103.2038","33.900764,-96.955454",761.912
Pilot TC #523                 ,      No,    No,0,517821,IL610                                                  ,1801 S Galena Ave             ,Dixon          ,IL,61021,I0088  ,55,       ,    ,0,1/13/2019,1.614,0.0602,0.3852,0.244,2.3034,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.8233,89.4744, NOT FOUND, False,1675 South Galena Avenue  (IL-26),Dixon,IL,61021,"41.8233,-89.4744","32.641911,-96.779346",749.754
Pilot TC #515                 ,      No,    No,0,517915,IL663                                                  ,"I-80, Exit 93                 ",Ottawa         ,IL,61350,I0080  ,93,       ,    ,0,1/21/2019,1.7538,0.0252,0.3684,0.244,2.3914,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.3751,88.7803, NOT FOUND, False,3041 IL-71,Ottawa,IL,61350,"41.3751,-88.7803","32.641911,-96.779346",746.319
Pilot TC #530                 ,      No,    No,0,516331,IL476                                                  ,2705 E 12th St                ,Mendota        ,IL,61342,       ,    ,I0039  ,72,0,12/11/2018,1.786,0.0351,0.3611,0.2461,2.4283,0,0,No  ,0,Gallons,Retail  ,Fuel Only,520,41.555,89.1082, NOT FOUND, False,12th Street  (US-34),Mendota,IL,61342,"41.555,-89.1082","32.641911,-96.779346",745.749
Pilot TC #132                 ,      No,    No,0,516062,TN640                                                  ,1452 Lawnville Rd             ,Kingston       ,TN,37763,I0040  ,355,       ,    ,2.859,8/16/2019,1.8667,0.0287,0.284,0.244,2.4234,0.436,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.8927,84.4396, NOT FOUND, False,2358 Lawnville Road,Kingston,TN,37763,"35.8927,-84.4396","32.641911,-96.779346",738.408
Pilot TC #541                 ,      No,    No,0,516342,IL891                                                  ,2835 N Main St                ,Princeton      ,IL,61356,I0080  ,56,       ,    ,0,1/17/2019,1.655,0.0415,0.3675,0.244,2.308,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.4032,89.4699, @Road Ranger #541, True,2841 North Main Street  (IL-26),Princeton,IL,61356,"41.4032,-89.4699","32.641911,-96.779346",726.209
Pilot TC #532                 ,      No,    No,0,516333,IA599                                                  ,100 Plaza Dr                  ,Elk Run Heights,IA,50707,I0380  ,68,       ,    ,0,1/14/2019,1.8568,0.0331,0.325,0.244,2.4589,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,42.4611,92.2485, NOT FOUND, False,Gilbertville Road,Evansdale,IA,50707,"42.4611,-92.2485","32.641911,-96.779346",721.627
Pilot TC #531                 ,      No,    No,0,516332,IN824                                                  ,990 W State Road 42           ,Brazil         ,IN,47834,I0070  ,23,       ,    ,0,1/7/2019,1.5441,0.0475,0.49,0.244,2.3256,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.4459,87.1249, NOT FOUND, False,960 IN-42,Brazil,IN,47834,"39.4459,-87.1249","32.641911,-96.779346",714.213
Pilot TC #326                 ,      No,    No,0,518272,IL188                                                  ,1311 Carolyn Dr               ,Minonk         ,IL,61760,       ,    ,I0039  ,27,0,12/18/2018,1.7452,0.048,0.3952,0.2461,2.4345,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.9142,89.0549, NOT FOUND, False,1311 Carolyn Drive,Minonk,IL,61760,"40.9142,-89.0549","32.641911,-96.779346",712.59
Love's #57                    ,      No,    No,0,516739,OK191                                                  ,413 East Main                 ,Henryetta      ,OK,74437,       ,    ,       ,    ,0,8/7/2019,1.8396,0.0332,0.2,0.244,2.3168,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,35.4396,95.9791, NOT FOUND, False,"303 East Main Street  (US-62 Business, US-75 Business, I-40 Business)",Henryetta,OK,74437,"35.4396,-95.9791","35.19085,-83.355782",710.935
Flying J #781                 ,      No,    No,0,518856,CO654                                                  ,1694 13th Street              ,Steamboat Sprin,CO,80487,U0040  ,    ,       ,    ,3.299,8/15/2019,1.9942,0.1048,0.2144,0.244,2.5574,0.742,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.4913,106.8501, NOT FOUND, False,1675 13th Street  (Route 33),Steamboat Springs,CO,80487,"40.4913,-106.8501","33.899919,-96.958795",708.476
Love's #743                   ,      No,    No,0,529476,529476,6560 Dixie Hwy                ,Bridgeport Char,MI,48722,       ,    ,I0075  ,144,2.849,8/16/2019,1.9112,0.0475,0.4052,0.244,2.6079,0.241,0,No  ,0,       ,Retail  ,         ,    ,43.3486,83.861, NOT FOUND, False,6560 Dixie Highway,Bridgeport,MI,48722,"43.3486,-83.861","34.247699,-77.942676",704.014
Pilot TC #526                 ,      No,    No,0,516327,IL804                                                  ,4910 Market St                ,Champaign      ,IL,61822,       ,    ,I0057  ,240,0,12/11/2018,1.7629,0.0295,0.3797,0.2461,2.4182,0,0,No  ,0,Gallons,Retail  ,Fuel Only,280,40.178,88.2403, @Road Ranger #526, True,Market Street,Champaign,IL,61822,"40.178,-88.2403","32.641911,-96.779346",703.494
Pilot TC #579                 ,      No,    No,0,521922,IL004                                                  ,3002 Illinois Highway 1       ,Marshall       ,IL,62441,I0070  ,147,       ,    ,0,1/25/2019,1.892,0.0275,0.3837,0.244,2.5472,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.4172,87.6934, @Express Mart #6, True,1801 IL-1,Marshall,IL,62441,"39.4172,-87.6934","32.641911,-96.779346",689.412
Pilot TC #529                 ,      No,    No,0,516330,IL899                                                  ,112 E Southline Rd            ,Tuscola        ,IL,61953,       ,    ,I0057  ,212,0,12/18/2018,1.7452,0.0295,0.3835,0.2461,2.4043,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.7918,88.2868, NOT FOUND, False,150 East Southline Road  (US-36),Tuscola,IL,61953,"39.7918,-88.2868","32.641911,-96.779346",683.1
Pilot TC #347                 ,      No,    No,0,518406,IL481                                                  ,501 S. Main St                ,Mc Lean        ,IL,61754,       ,    ,I0055  ,145,0,12/11/2018,1.7629,0.042,0.3652,0.2461,2.4162,0,0,No  ,0,Gallons,Retail  ,Fuel Only,280,40.3115,89.1685, @Road Ranger #347, True,474 East 200 North Road  (US-136),Mc Lean,IL,61754,"40.3115,-89.1685","32.641911,-96.779346",676.898
Pilot TC #514                 ,      No,    No,0,516321,IL742                                                  ,2903 Woodlawn Rd              ,Lincoln        ,IL,62656,S0010  ,    ,I0055  ,126,3.239,8/16/2019,1.8124,0.031,0.6391,0.244,2.7265,0.512,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,40.1578,89.4113, @Thorntons #514, True,"Woodlawn Road  (IL-10, IL-121)",Lincoln,IL,62656,"40.1578,-89.4113","32.641911,-96.779346",660.506
Love's #94                    ,      No,    No,0,516755,516755,504 South Park Ave            ,Broken Bow     ,OK,74728,       ,    ,U0259  ,    ,0,6/13/2019,1.919,0.0362,0.2,0.244,2.3992,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,34.0223,94.7418, NOT FOUND, False,503 South McClure Street,Broken Bow,OK,74728,"34.0223,-94.7418","35.19085,-83.355901",651.708
Pilot TC #904                 ,      No,    No,0,516352,NE129                                                  ,I-80 Big Springs Rd           ,Big Springs    ,NE,69122,I0080  ,107,       ,    ,2.899,8/16/2019,1.8766,0.064,0.3,0.244,2.4846,0.414,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,41.0516,102.0717, NOT FOUND, False,Pine Street  (Link NE-25 B),Big Springs,NE,69122,"41.0516,-102.0717","32.641911,-96.779346",649.804
Pilot TC #525                 ,      No,    No,0,516326,IL803                                                  ,3752 Camp Butler Road         ,Springfield    ,IL,62707,       ,    ,I0055  ,100A,0,12/11/2018,1.795,0.031,0.4083,0.2461,2.4804,0,0,No  ,0,Gallons,Retail  ,Fuel Only,318,39.8315,89.5793, NOT FOUND, False,Camp Butler Road,Springfield,IL,62707,"39.8315,-89.5793","32.641911,-96.779346",637.647
Pilot TC #512                 ,      No,    No,0,517914,IL627                                                  ,500 Toronto Rd                ,Springfield    ,IL,62711,       ,    ,I0055  ,90,0,12/11/2018,1.795,0.031,0.4083,0.2461,2.4804,0,0,No  ,0,Gallons,Retail  ,Fuel Only,318,39.7136,89.6473, NOT FOUND, False,600 Toronto Road  (Route 42),Springfield,IL,62711,"39.7136,-89.6473","32.641911,-96.779346",629.145
Pilot TC #886                 ,      No,    No,0,521720,IL191                                                  ,1776 South Court Street       ,Grayville      ,IL,62844,I0064  ,130,       ,    ,0,1/22/2019,1.8332,0.025,0.3792,0.244,2.4814,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,38.2401,87.9986, NOT FOUND, False,714 South Court Street  (IL-1),Grayville,IL,62844,"38.2401,-87.9986","32.641911,-96.779346",626.692
Pilot TC #520                 ,      No,    No,0,518688,IL148                                                  ,700 King Road                 ,New Berlin     ,IL,62670,I0072  ,82,       ,    ,0,1/21/2019,1.7438,0.0598,0.3547,0.244,2.4023,0,0,No  ,0,Gallons,Retail  ,Fuel Only,    ,39.732,89.924, @Road Ranger #520, True,Waverly Road  (Route 10),New Berlin,IL,62670,"39.732,-89.924","32.641911,-96.779346",620.53
